workerid,n,pic,rt,response,browser
NA,15,9250,2406,6,Chrome
NA,10,6550,3256,6,Chrome
NA,1,1052,1704,2,Chrome
NA,3,1274,837,2,Chrome
NA,17,9320,2480,4,Chrome
NA,7,3530,1635,6,Chrome
NA,12,8230,4948,5,Chrome
NA,11,6838,4509,2,Chrome
NA,17,9320,3013,3,Chrome
NA,15,9250,2015,5,Chrome
NA,10,6550,4908,3,Chrome
NA,7,3530,1824,7,Chrome
NA,8,3550.1,1332,4,Chrome
NA,13,9042,1618,2,Chrome
NA,16,9300,1808,2,Chrome
NA,4,2053,2135,1,Chrome
NA,20,9592,1737,1,Chrome
NA,11,6838,1686,2,Chrome
NA,5,3160,928,1,Chrome
NA,12,8230,1971,3,Chrome
NA,2,1220,1107,1,Chrome
NA,14,9181,1373,2,Chrome
NA,1,1052,1020,1,Chrome
NA,9,6212,1484,4,Chrome
NA,19,9584,1027,1,Chrome
NA,6,3220,1132,2,Chrome
NA,3,1274,806,1,Chrome
NA,18,9373,1282,1,Chrome
NA,3,1274,2428,1,Chrome
NA,4,2053,3419,2,Chrome
NA,16,9300,1862,1,Chrome
NA,7,3530,2769,4,Chrome
NA,18,9373,3939,1,Chrome
NA,1,1052,1224,1,Chrome
NA,15,9250,5095,3,Chrome
NA,8,3550.1,2906,3,Chrome
NA,13,9042,3770,4,Chrome
NA,10,6550,2742,4,Chrome
NA,17,9320,1548,1,Chrome
NA,12,8230,1963,1,Chrome
NA,20,9592,2502,3,Chrome
NA,2,1220,2654,2,Chrome
NA,14,9181,2355,3,Chrome
NA,9,6212,8340,4,Chrome
NA,11,6838,6316,4,Chrome
NA,19,9584,1949,1,Chrome
NA,5,3160,2140,2,Chrome
NA,6,3220,2512,1,Chrome
NA,15,9250,3753,6,Firefox
NA,13,9042,3536,7,Firefox
NA,12,8230,2406,5,Firefox
NA,1,1052,1564,5,Firefox
NA,10,6550,1917,5,Firefox
NA,3,1274,2764,4,Firefox
NA,9,6212,3044,5,Firefox
NA,8,3550.1,3550,6,Firefox
NA,18,9373,1701,5,Firefox
NA,17,9320,1828,6,Firefox
NA,19,9584,3670,4,Firefox
NA,16,9300,2653,6,Firefox
NA,4,2053,2093,6,Firefox
NA,5,3160,2251,4,Firefox
NA,14,9181,3784,6,Firefox
NA,6,3220,1782,4,Firefox
NA,2,1220,5780,3,Firefox
NA,11,6838,3509,4,Firefox
NA,7,3530,4029,6,Firefox
NA,20,9592,3245,2,Firefox
NA,15,9250,2620,5,Chrome
NA,4,2053,1729,5,Chrome
NA,17,9320,1723,5,Chrome
NA,18,9373,1611,5,Chrome
NA,10,6550,1324,4,Chrome
NA,20,9592,1428,3,Chrome
NA,7,3530,3426,4,Chrome
NA,5,3160,1363,4,Chrome
NA,14,9181,1236,5,Chrome
NA,2,1220,1162,3,Chrome
NA,12,8230,1172,4,Chrome
NA,11,6838,1499,3,Chrome
NA,9,6212,402,4,Chrome
NA,1,1052,1090,3,Chrome
NA,13,9042,1452,3,Chrome
NA,3,1274,1259,4,Chrome
NA,16,9300,1387,6,Chrome
NA,19,9584,1620,4,Chrome
NA,6,3220,1258,4,Chrome
NA,8,3550.1,650,4,Chrome
NA,19,9584,3385,4,Chrome
NA,15,9250,2090,4,Chrome
NA,9,6212,1209,1,Chrome
NA,10,6550,1950,7,Chrome
NA,6,3220,2228,7,Chrome
NA,8,3550.1,922,7,Chrome
NA,5,3160,4454,1,Chrome
NA,17,9320,2014,3,Chrome
NA,13,9042,2148,7,Chrome
NA,4,2053,3014,3,Chrome
NA,1,1052,1541,1,Chrome
NA,3,1274,806,1,Chrome
NA,20,9592,1126,1,Chrome
NA,16,9300,2029,4,Chrome
NA,18,9373,2446,7,Chrome
NA,11,6838,3767,5,Chrome
NA,2,1220,761,1,Chrome
NA,7,3530,1706,7,Chrome
NA,12,8230,954,7,Chrome
NA,14,9181,1122,7,Chrome
NA,17,9320,5115,7,Firefox
NA,3,1274,8913,7,Firefox
NA,9,6212,6195,7,Firefox
NA,20,9592,2305,4,Firefox
NA,8,3550.1,2898,7,Firefox
NA,16,9300,1831,7,Firefox
NA,12,8230,3396,4,Firefox
NA,18,9373,2348,7,Firefox
NA,1,1052,2831,1,Firefox
NA,14,9181,5165,7,Firefox
NA,7,3530,1984,7,Firefox
NA,11,6838,4397,7,Firefox
NA,4,2053,7121,7,Firefox
NA,15,9250,2755,7,Firefox
NA,10,6550,1507,7,Firefox
NA,6,3220,4788,4,Firefox
NA,13,9042,3483,7,Firefox
NA,2,1220,1823,4,Firefox
NA,5,3160,700,7,Firefox
NA,19,9584,2414,7,Firefox
NA,9,6212,13356,7,Chrome
NA,3,1274,5351,3,Chrome
NA,12,8230,4047,2,Chrome
NA,8,3550.1,3784,5,Chrome
NA,14,9181,5214,6,Chrome
NA,1,1052,4896,2,Chrome
NA,17,9320,4759,6,Chrome
NA,2,1220,3208,3,Chrome
NA,6,3220,22274,5,Chrome
NA,10,6550,7342,7,Chrome
NA,13,9042,4617,7,Chrome
NA,18,9373,3920,5,Chrome
NA,15,9250,449139,5,Chrome
NA,11,6838,4401,6,Chrome
NA,4,2053,2680,7,Chrome
NA,19,9584,3753,6,Chrome
NA,20,9592,3691,4,Chrome
NA,16,9300,3504,7,Chrome
NA,7,3530,3000,6,Chrome
NA,5,3160,3808,4,Chrome
NA,7,3530,3006,6,Chrome
NA,15,9250,1779,4,Chrome
NA,6,3220,1310,4,Chrome
NA,17,9320,1394,7,Chrome
NA,10,6550,1372,6,Chrome
NA,11,6838,1471,4,Chrome
NA,20,9592,1386,2,Chrome
NA,3,1274,1011,2,Chrome
NA,2,1220,819,2,Chrome
NA,1,1052,696,2,Chrome
NA,13,9042,1391,6,Chrome
NA,16,9300,4552,7,Chrome
NA,12,8230,697,6,Chrome
NA,8,3550.1,865,6,Chrome
NA,9,6212,1211,4,Chrome
NA,4,2053,984,4,Chrome
NA,14,9181,1594,7,Chrome
NA,19,9584,1137,2,Chrome
NA,18,9373,1836,6,Chrome
NA,5,3160,1172,6,Chrome
NA,2,1220,4184,5,Chrome
NA,12,8230,2349,3,Chrome
NA,4,2053,3238,6,Chrome
NA,20,9592,1730,3,Chrome
NA,7,3530,3287,3,Chrome
NA,3,1274,2178,4,Chrome
NA,18,9373,2377,4,Chrome
NA,15,9250,4035,5,Chrome
NA,11,6838,3896,5,Chrome
NA,14,9181,2485,5,Chrome
NA,13,9042,2497,5,Chrome
NA,16,9300,1735,6,Chrome
NA,5,3160,1470,4,Chrome
NA,9,6212,2569,5,Chrome
NA,17,9320,1474,5,Chrome
NA,6,3220,4099,3,Chrome
NA,1,1052,1409,4,Chrome
NA,19,9584,1378,3,Chrome
NA,10,6550,1836,4,Chrome
NA,8,3550.1,1840,5,Chrome
NA,7,3530,2779,4,Chrome
NA,9,6212,2706,4,Chrome
NA,12,8230,4374,4,Chrome
NA,14,9181,3405,4,Chrome
NA,6,3220,2461,1,Chrome
NA,19,9584,2197,1,Chrome
NA,11,6838,4317,1,Chrome
NA,2,1220,2230,1,Chrome
NA,15,9250,4111,4,Chrome
NA,18,9373,2577,1,Chrome
NA,13,9042,1516,1,Chrome
NA,10,6550,1710,4,Chrome
NA,5,3160,1325,1,Chrome
NA,16,9300,1301,4,Chrome
NA,3,1274,716,1,Chrome
NA,20,9592,1126,1,Chrome
NA,17,9320,1413,4,Chrome
NA,4,2053,1991,1,Chrome
NA,1,1052,1183,1,Chrome
NA,8,3550.1,1773,1,Chrome
NA,15,9250,7098,7,Safari
NA,18,9373,1787,7,Safari
NA,5,3160,1790,5,Safari
NA,13,9042,1937,4,Safari
NA,6,3220,3848,4,Safari
NA,16,9300,2533,5,Safari
NA,4,2053,5784,7,Safari
NA,3,1274,2735,6,Safari
NA,17,9320,2386,4,Safari
NA,7,3530,3208,6,Safari
NA,11,6838,3893,6,Safari
NA,12,8230,2982,6,Safari
NA,2,1220,1755,5,Safari
NA,1,1052,1508,5,Safari
NA,8,3550.1,2488,7,Safari
NA,19,9584,2250,4,Safari
NA,20,9592,2094,1,Safari
NA,14,9181,2002,7,Safari
NA,9,6212,1475,7,Safari
NA,10,6550,1430,7,Safari
NA,18,9373,20085,7,Chrome
NA,4,2053,4714,7,Chrome
NA,12,8230,1171,7,Chrome
NA,10,6550,6135,7,Chrome
NA,8,3550.1,1693,7,Chrome
NA,7,3530,1015,7,Chrome
NA,6,3220,11492,7,Chrome
NA,19,9584,3182,4,Chrome
NA,16,9300,2021,7,Chrome
NA,13,9042,1335,7,Chrome
NA,3,1274,1476,7,Chrome
NA,17,9320,701,7,Chrome
NA,11,6838,2963,7,Chrome
NA,14,9181,1149,7,Chrome
NA,2,1220,899,7,Chrome
NA,15,9250,2950,7,Chrome
NA,5,3160,1111,7,Chrome
NA,9,6212,4998,7,Chrome
NA,20,9592,2048,4,Chrome
NA,1,1052,1494,7,Chrome
NA,20,9592,5289,2,Firefox
NA,1,1052,4256,4,Firefox
NA,11,6838,7912,3,Firefox
NA,8,3550.1,5671,5,Firefox
NA,7,3530,3988,6,Firefox
NA,9,6212,4563,7,Firefox
NA,16,9300,3864,7,Firefox
NA,10,6550,4821,5,Firefox
NA,4,2053,7043,4,Firefox
NA,17,9320,5176,6,Firefox
NA,19,9584,5347,1,Firefox
NA,3,1274,5459,3,Firefox
NA,2,1220,5390,1,Firefox
NA,6,3220,5166,3,Firefox
NA,13,9042,7478,6,Firefox
NA,14,9181,4855,7,Firefox
NA,5,3160,4076,6,Firefox
NA,15,9250,4684,7,Firefox
NA,18,9373,4752,6,Firefox
NA,12,8230,5253,5,Firefox
NA,9,6212,7177,4,Chrome
NA,4,2053,3868,5,Chrome
NA,19,9584,2150,2,Chrome
NA,6,3220,3343,3,Chrome
NA,8,3550.1,2618,4,Chrome
NA,20,9592,1963,3,Chrome
NA,3,1274,2706,6,Chrome
NA,1,1052,2244,3,Chrome
NA,2,1220,2067,5,Chrome
NA,10,6550,3658,6,Chrome
NA,13,9042,4058,5,Chrome
NA,14,9181,6714,6,Chrome
NA,16,9300,4132,6,Chrome
NA,18,9373,4829,5,Chrome
NA,15,9250,3534,5,Chrome
NA,17,9320,8132,6,Chrome
NA,5,3160,3707,5,Chrome
NA,7,3530,5802,5,Chrome
NA,12,8230,16871,5,Chrome
NA,11,6838,9181,5,Chrome
NA,6,3220,6835,7,Chrome
NA,14,9181,4945,7,Chrome
NA,16,9300,1948,7,Chrome
NA,19,9584,3166,7,Chrome
NA,1,1052,2810,3,Chrome
NA,5,3160,3637,6,Chrome
NA,8,3550.1,4965,6,Chrome
NA,7,3530,3819,7,Chrome
NA,10,6550,4562,7,Chrome
NA,4,2053,5774,7,Chrome
NA,13,9042,4079,7,Chrome
NA,11,6838,5199,4,Chrome
NA,17,9320,4084,6,Chrome
NA,2,1220,5041,3,Chrome
NA,15,9250,2939,5,Chrome
NA,18,9373,7739,7,Chrome
NA,20,9592,1587,7,Chrome
NA,12,8230,3377,7,Chrome
NA,3,1274,1768,7,Chrome
NA,9,6212,4672,5,Chrome
NA,6,3220,5532,4,Chrome
NA,16,9300,2766,7,Chrome
NA,5,3160,3663,3,Chrome
NA,20,9592,3265,3,Chrome
NA,1,1052,2953,2,Chrome
NA,3,1274,3139,5,Chrome
NA,13,9042,4574,3,Chrome
NA,17,9320,4712,7,Chrome
NA,14,9181,3978,5,Chrome
NA,12,8230,3117,4,Chrome
NA,19,9584,3308,2,Chrome
NA,8,3550.1,4222,4,Chrome
NA,10,6550,4893,3,Chrome
NA,11,6838,5962,3,Chrome
NA,7,3530,3169,4,Chrome
NA,9,6212,3849,3,Chrome
NA,18,9373,4956,5,Chrome
NA,2,1220,2122,6,Chrome
NA,4,2053,5355,4,Chrome
NA,15,9250,3560,5,Chrome
NA,13,9042,19398,4,Chrome
NA,4,2053,6942,6,Chrome
NA,15,9250,6961,3,Chrome
NA,8,3550.1,118810,5,Chrome
NA,5,3160,15818,5,Chrome
NA,10,6550,3582,3,Chrome
NA,9,6212,3493,3,Chrome
NA,20,9592,7340,2,Chrome
NA,3,1274,2333,2,Chrome
NA,6,3220,5912,2,Chrome
NA,18,9373,8385,3,Chrome
NA,11,6838,9170,2,Chrome
NA,7,3530,4418,2,Chrome
NA,19,9584,3758,1,Chrome
NA,12,8230,2542,3,Chrome
NA,16,9300,3388,4,Chrome
NA,17,9320,3039,5,Chrome
NA,1,1052,10299,4,Chrome
NA,2,1220,1902,5,Chrome
NA,14,9181,2797,5,Chrome
NA,11,6838,5495,6,Safari
NA,13,9042,7380,4,Safari
NA,18,9373,4884,5,Safari
NA,10,6550,2013,6,Safari
NA,4,2053,4343,5,Safari
NA,2,1220,2607,4,Safari
NA,5,3160,3587,5,Safari
NA,17,9320,4940,6,Safari
NA,9,6212,3978,7,Safari
NA,19,9584,4046,3,Safari
NA,6,3220,4432,5,Safari
NA,8,3550.1,5351,6,Safari
NA,16,9300,2022,7,Safari
NA,7,3530,3727,6,Safari
NA,3,1274,1987,2,Safari
NA,1,1052,1818,3,Safari
NA,15,9250,3761,6,Safari
NA,12,8230,2175,5,Safari
NA,14,9181,2127,6,Safari
NA,20,9592,2201,3,Safari
NA,2,1220,3578,4,Safari
NA,12,8230,2115,7,Safari
NA,1,1052,1791,4,Safari
NA,15,9250,4064,7,Safari
NA,3,1274,5447,4,Safari
NA,19,9584,3747,4,Safari
NA,11,6838,2936,7,Safari
NA,13,9042,3523,7,Safari
NA,16,9300,1605,7,Safari
NA,5,3160,1435,7,Safari
NA,8,3550.1,1074,7,Safari
NA,20,9592,2161,4,Safari
NA,9,6212,2005,7,Safari
NA,17,9320,1171,7,Safari
NA,4,2053,4243,4,Safari
NA,18,9373,2169,7,Safari
NA,6,3220,2454,7,Safari
NA,14,9181,2284,7,Safari
NA,7,3530,2756,7,Safari
NA,10,6550,2715,7,Safari
NA,9,6212,3778,4,Firefox
NA,1,1052,2226,1,Firefox
NA,11,6838,4086,5,Firefox
NA,16,9300,2422,6,Firefox
NA,13,9042,4240,6,Firefox
NA,4,2053,3570,4,Firefox
NA,18,9373,2825,3,Firefox
NA,6,3220,3610,5,Firefox
NA,7,3530,3073,6,Firefox
NA,20,9592,1810,1,Firefox
NA,19,9584,2737,1,Firefox
NA,17,9320,1711,2,Firefox
NA,15,9250,4353,5,Firefox
NA,2,1220,1274,1,Firefox
NA,10,6550,2919,4,Firefox
NA,12,8230,2178,4,Firefox
NA,8,3550.1,1586,5,Firefox
NA,3,1274,1618,1,Firefox
NA,5,3160,4066,2,Firefox
NA,14,9181,2770,5,Firefox
NA,12,8230,2647,2,Chrome
NA,17,9320,2494,4,Chrome
NA,1,1052,1215,1,Chrome
NA,13,9042,4847,3,Chrome
NA,14,9181,4223,5,Chrome
NA,20,9592,1553,1,Chrome
NA,5,3160,1408,1,Chrome
NA,6,3220,3715,1,Chrome
NA,4,2053,2451,6,Chrome
NA,3,1274,2361,1,Chrome
NA,9,6212,2841,5,Chrome
NA,15,9250,3258,5,Chrome
NA,19,9584,1583,3,Chrome
NA,11,6838,4310,2,Chrome
NA,7,3530,4930,4,Chrome
NA,16,9300,1587,3,Chrome
NA,2,1220,1323,1,Chrome
NA,10,6550,1990,2,Chrome
NA,8,3550.1,3666,5,Chrome
NA,18,9373,2628,5,Chrome
NA,9,6212,14514,3,Chrome
NA,5,3160,7659,4,Chrome
NA,11,6838,15784,5,Chrome
NA,6,3220,16490,3,Chrome
NA,20,9592,9243,2,Chrome
NA,13,9042,5427,6,Chrome
NA,3,1274,3209,6,Chrome
NA,18,9373,5623,5,Chrome
NA,2,1220,4721,7,Chrome
NA,14,9181,2817,7,Chrome
NA,16,9300,2856,6,Chrome
NA,7,3530,14267,5,Chrome
NA,12,8230,5744,5,Chrome
NA,19,9584,9235,2,Chrome
NA,4,2053,12737,4,Chrome
NA,17,9320,3840,5,Chrome
NA,8,3550.1,4091,4,Chrome
NA,10,6550,6152,6,Chrome
NA,15,9250,8866,4,Chrome
NA,1,1052,2369,3,Chrome
NA,11,6838,7550,4,Mozilla
NA,7,3530,2362,7,Mozilla
NA,16,9300,4205,3,Mozilla
NA,10,6550,2386,7,Mozilla
NA,20,9592,3139,3,Mozilla
NA,6,3220,3426,6,Mozilla
NA,17,9320,1949,3,Mozilla
NA,1,1052,2404,2,Mozilla
NA,2,1220,2416,2,Mozilla
NA,12,8230,1776,6,Mozilla
NA,14,9181,1680,6,Mozilla
NA,4,2053,11932,3,Mozilla
NA,8,3550.1,1507,6,Mozilla
NA,3,1274,1880,2,Mozilla
NA,5,3160,3222,3,Mozilla
NA,19,9584,2993,3,Mozilla
NA,18,9373,2561,2,Mozilla
NA,15,9250,1845,7,Mozilla
NA,13,9042,4916,3,Mozilla
NA,9,6212,5094,5,Mozilla
NA,16,9300,4356,6,Firefox
NA,10,6550,8143,4,Firefox
NA,19,9584,2879,3,Firefox
NA,3,1274,5000,5,Firefox
NA,13,9042,5638,7,Firefox
NA,7,3530,5963,6,Firefox
NA,15,9250,5399,4,Firefox
NA,20,9592,3024,3,Firefox
NA,6,3220,7850,5,Firefox
NA,12,8230,3223,6,Firefox
NA,14,9181,3858,6,Firefox
NA,17,9320,2660,3,Firefox
NA,2,1220,6401,5,Firefox
NA,11,6838,8429,6,Firefox
NA,4,2053,2569,7,Firefox
NA,1,1052,3989,6,Firefox
NA,9,6212,3204,4,Firefox
NA,18,9373,4159,5,Firefox
NA,5,3160,4208,4,Firefox
NA,8,3550.1,2001,6,Firefox
NA,4,2053,3607,6,Chrome
NA,16,9300,6815,7,Chrome
NA,8,3550.1,2493,6,Chrome
NA,13,9042,2593,2,Chrome
NA,20,9592,1856,2,Chrome
NA,19,9584,2490,1,Chrome
NA,10,6550,5584,1,Chrome
NA,18,9373,3220,3,Chrome
NA,9,6212,6497,4,Chrome
NA,17,9320,4404,3,Chrome
NA,1,1052,2272,1,Chrome
NA,3,1274,1796,5,Chrome
NA,14,9181,5880,4,Chrome
NA,15,9250,1888,3,Chrome
NA,6,3220,2095,2,Chrome
NA,2,1220,1909,4,Chrome
NA,5,3160,1789,2,Chrome
NA,7,3530,3809,3,Chrome
NA,12,8230,2100,1,Chrome
NA,11,6838,8784,4,Chrome
NA,8,3550.1,6340,1,Chrome
NA,14,9181,1539,1,Chrome
NA,5,3160,4897,4,Chrome
NA,11,6838,2763,7,Chrome
NA,12,8230,2375,4,Chrome
NA,16,9300,1793,6,Chrome
NA,13,9042,1492,7,Chrome
NA,20,9592,1923,2,Chrome
NA,9,6212,2126,7,Chrome
NA,7,3530,1922,7,Chrome
NA,19,9584,2463,4,Chrome
NA,6,3220,1735,7,Chrome
NA,18,9373,2258,6,Chrome
NA,10,6550,1556,7,Chrome
NA,2,1220,2121,4,Chrome
NA,15,9250,1833,7,Chrome
NA,4,2053,1534,7,Chrome
NA,17,9320,1328,7,Chrome
NA,3,1274,1448,6,Chrome
NA,1,1052,1284,6,Chrome
NA,1,1052,6052,1,Chrome
NA,15,9250,9718,7,Chrome
NA,13,9042,4236,7,Chrome
NA,20,9592,6540,1,Chrome
NA,4,2053,18170,3,Chrome
NA,8,3550.1,5222,7,Chrome
NA,12,8230,4916,7,Chrome
NA,2,1220,3726,1,Chrome
NA,11,6838,12768,6,Chrome
NA,18,9373,13744,6,Chrome
NA,17,9320,5836,4,Chrome
NA,10,6550,3213,7,Chrome
NA,7,3530,6245,7,Chrome
NA,6,3220,6417,3,Chrome
NA,9,6212,10398,7,Chrome
NA,5,3160,7824,2,Chrome
NA,19,9584,7960,2,Chrome
NA,14,9181,5070,7,Chrome
NA,3,1274,4547,1,Chrome
NA,16,9300,12001,4,Chrome
NA,3,1274,2888,2,Firefox
NA,15,9250,2821,1,Firefox
NA,11,6838,2218,1,Firefox
NA,8,3550.1,1197,1,Firefox
NA,14,9181,1186,1,Firefox
NA,18,9373,6202,3,Firefox
NA,2,1220,2422,2,Firefox
NA,9,6212,2460,5,Firefox
NA,4,2053,1145,6,Firefox
NA,10,6550,454,4,Firefox
NA,13,9042,762,5,Firefox
NA,6,3220,668,3,Firefox
NA,20,9592,523,4,Firefox
NA,16,9300,1513,2,Firefox
NA,12,8230,1183,4,Firefox
NA,19,9584,1605,3,Firefox
NA,17,9320,1821,3,Firefox
NA,1,1052,2755,1,Firefox
NA,5,3160,2577,3,Firefox
NA,7,3530,2554,5,Firefox
NA,5,3160,5223,5,Chrome
NA,3,1274,2241,2,Chrome
NA,10,6550,1976,1,Chrome
NA,15,9250,3184,4,Chrome
NA,4,2053,3745,2,Chrome
NA,2,1220,1733,5,Chrome
NA,19,9584,2182,5,Chrome
NA,6,3220,3567,1,Chrome
NA,1,1052,1844,3,Chrome
NA,9,6212,3384,2,Chrome
NA,17,9320,1715,1,Chrome
NA,18,9373,2342,1,Chrome
NA,11,6838,3972,4,Chrome
NA,14,9181,2116,1,Chrome
NA,16,9300,1450,1,Chrome
NA,7,3530,2743,2,Chrome
NA,8,3550.1,3601,1,Chrome
NA,12,8230,4596,1,Chrome
NA,13,9042,2036,3,Chrome
NA,20,9592,2019,5,Chrome
NA,18,9373,83678,4,Chrome
NA,2,1220,4240,5,Chrome
NA,4,2053,5280,3,Chrome
NA,3,1274,4739,2,Chrome
NA,17,9320,28196,6,Chrome
NA,6,3220,3326,4,Chrome
NA,10,6550,20077,7,Chrome
NA,8,3550.1,1931,7,Chrome
NA,15,9250,28233,6,Chrome
NA,14,9181,9222,7,Chrome
NA,1,1052,2737,7,Chrome
NA,16,9300,22948,6,Chrome
NA,11,6838,9112,6,Chrome
NA,12,8230,2361,7,Chrome
NA,9,6212,4038,7,Chrome
NA,5,3160,1995,7,Chrome
NA,7,3530,2774,7,Chrome
NA,19,9584,6265,6,Chrome
NA,13,9042,3395,5,Chrome
NA,20,9592,7125,6,Chrome
NA,3,1274,4260,4,Mozilla
NA,10,6550,3725,6,Mozilla
NA,13,9042,4231,5,Mozilla
NA,7,3530,9373,5,Mozilla
NA,12,8230,3662,6,Mozilla
NA,17,9320,6871,5,Mozilla
NA,18,9373,7403,4,Mozilla
NA,15,9250,4766,5,Mozilla
NA,8,3550.1,5716,5,Mozilla
NA,16,9300,14968,3,Mozilla
NA,5,3160,4916,4,Mozilla
NA,19,9584,5384,2,Mozilla
NA,11,6838,5692,5,Mozilla
NA,14,9181,5117,5,Mozilla
NA,9,6212,5008,4,Mozilla
NA,4,2053,4339,3,Mozilla
NA,2,1220,5320,1,Mozilla
NA,6,3220,4194,3,Mozilla
NA,20,9592,3977,2,Mozilla
NA,1,1052,2482,1,Mozilla
NA,16,9300,16027,5,Chrome
NA,18,9373,16066,1,Chrome
NA,8,3550.1,3359,6,Chrome
NA,15,9250,2786,2,Chrome
NA,9,6212,2748,1,Chrome
NA,5,3160,2401,1,Chrome
NA,11,6838,2627,2,Chrome
NA,3,1274,2064,2,Chrome
NA,13,9042,2635,1,Chrome
NA,17,9320,4321,3,Chrome
NA,1,1052,1026,1,Chrome
NA,19,9584,1284,1,Chrome
NA,14,9181,2683,5,Chrome
NA,12,8230,1416,1,Chrome
NA,4,2053,5238,4,Chrome
NA,10,6550,2857,2,Chrome
NA,7,3530,1802,1,Chrome
NA,20,9592,1408,1,Chrome
NA,6,3220,869,1,Chrome
NA,2,1220,929,1,Chrome
NA,20,9592,2879,6,Safari
NA,7,3530,3207,5,Safari
NA,8,3550.1,2139,6,Safari
NA,14,9181,3334,6,Safari
NA,13,9042,3401,5,Safari
NA,3,1274,2938,2,Safari
NA,2,1220,1590,2,Safari
NA,18,9373,4074,2,Safari
NA,12,8230,4265,4,Safari
NA,10,6550,3940,6,Safari
NA,1,1052,2341,2,Safari
NA,9,6212,3185,6,Safari
NA,11,6838,4076,6,Safari
NA,16,9300,2310,6,Safari
NA,6,3220,3659,4,Safari
NA,5,3160,2882,4,Safari
NA,17,9320,2219,4,Safari
NA,19,9584,2500,2,Safari
NA,15,9250,2557,4,Safari
NA,4,2053,3524,7,Safari
NA,8,3550.1,11957,4,Chrome
NA,15,9250,3794,4,Chrome
NA,20,9592,3324,2,Chrome
NA,16,9300,3709,3,Chrome
NA,10,6550,5220,4,Chrome
NA,1,1052,1646,1,Chrome
NA,4,2053,5933,3,Chrome
NA,2,1220,1934,1,Chrome
NA,3,1274,2863,1,Chrome
NA,7,3530,5695,4,Chrome
NA,17,9320,2893,2,Chrome
NA,18,9373,3484,3,Chrome
NA,14,9181,4686,3,Chrome
NA,11,6838,12173,3,Chrome
NA,9,6212,8078,3,Chrome
NA,13,9042,6293,3,Chrome
NA,19,9584,3726,1,Chrome
NA,5,3160,3782,2,Chrome
NA,6,3220,6597,3,Chrome
NA,12,8230,3205,4,Chrome
NA,19,9584,24462,4,Chrome
NA,8,3550.1,3426,7,Chrome
NA,7,3530,5892,7,Chrome
NA,3,1274,25805,3,Chrome
NA,20,9592,5899,3,Chrome
NA,11,6838,16020,5,Chrome
NA,1,1052,6125,3,Chrome
NA,13,9042,6341,6,Chrome
NA,9,6212,3990,7,Chrome
NA,16,9300,5555,6,Chrome
NA,14,9181,11190,5,Chrome
NA,18,9373,12758,7,Chrome
NA,15,9250,3534,7,Chrome
NA,5,3160,10732,4,Chrome
NA,6,3220,9502,4,Chrome
NA,17,9320,3646,5,Chrome
NA,12,8230,7132,5,Chrome
NA,10,6550,6462,7,Chrome
NA,2,1220,4667,4,Chrome
NA,4,2053,10615,5,Chrome
NA,10,6550,2019,6,Explorer
NA,6,3220,2342,6,Explorer
NA,20,9592,2080,4,Explorer
NA,17,9320,1813,6,Explorer
NA,4,2053,2237,5,Explorer
NA,2,1220,3258,3,Explorer
NA,18,9373,2126,5,Explorer
NA,8,3550.1,1859,7,Explorer
NA,9,6212,2482,5,Explorer
NA,3,1274,5128,3,Explorer
NA,19,9584,60722,6,Explorer
NA,11,6838,2522,5,Explorer
NA,5,3160,2955,4,Explorer
NA,7,3530,2162,7,Explorer
NA,16,9300,1031,7,Explorer
NA,1,1052,3035,3,Explorer
NA,15,9250,2368,6,Explorer
NA,12,8230,1966,6,Explorer
NA,14,9181,1971,7,Explorer
NA,13,9042,3365,7,Explorer
NA,12,8230,15944,7,Chrome
NA,4,2053,2345,7,Chrome
NA,3,1274,2718,5,Chrome
NA,2,1220,1357,7,Chrome
NA,7,3530,1707,7,Chrome
NA,13,9042,3792,7,Chrome
NA,14,9181,12783,7,Chrome
NA,17,9320,20168,7,Chrome
NA,11,6838,1291,7,Chrome
NA,19,9584,678,7,Chrome
NA,1,1052,1233,5,Chrome
NA,10,6550,37544,7,Chrome
NA,18,9373,1016,7,Chrome
NA,16,9300,987,7,Chrome
NA,6,3220,2704,7,Chrome
NA,8,3550.1,2244,7,Chrome
NA,20,9592,846,7,Chrome
NA,5,3160,904,7,Chrome
NA,15,9250,1497,7,Chrome
NA,9,6212,1317,7,Chrome
NA,13,9042,7939,4,Mozilla
NA,9,6212,11385,7,Mozilla
NA,7,3530,5627,6,Mozilla
NA,17,9320,4986,4,Mozilla
NA,6,3220,5874,2,Mozilla
NA,2,1220,1707,1,Mozilla
NA,11,6838,98723,4,Mozilla
NA,12,8230,4206,2,Mozilla
NA,14,9181,17101,2,Mozilla
NA,15,9250,4084,2,Mozilla
NA,1,1052,137302,1,Mozilla
NA,5,3160,129372,2,Mozilla
NA,3,1274,7450,5,Mozilla
NA,4,2053,10630,2,Mozilla
NA,18,9373,1843,2,Mozilla
NA,8,3550.1,4175,4,Mozilla
NA,10,6550,5624,3,Mozilla
NA,19,9584,1532,1,Mozilla
NA,20,9592,9537,1,Mozilla
NA,16,9300,9957,3,Mozilla
NA,11,6838,4631,4,Chrome
NA,5,3160,2430,7,Chrome
NA,6,3220,3576,2,Chrome
NA,2,1220,1595,7,Chrome
NA,19,9584,1674,1,Chrome
NA,4,2053,4437,1,Chrome
NA,12,8230,2499,5,Chrome
