ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,Description,mturkID,age,sex,ethnicity,country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,StartDate2,EndDate2,rt
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:11,3/15/13 11:30,1,1,NA,24,2,4,1,7,4,4,5,5,7,7,5,7,5,7,4,5,5,7,7,3,7,5,2,7,1,4,5,3,2,4,1,5,5,3,3,4,7,5,5,6,4,7,6,7,7,7,6,1,2,4,4,3,1,3,3,5,7,7,1,5,5,5,4,5,7,7,6,4,4,4,4,7,1,1,3,1,2,5,5,7,7,5,7,1,5,1,2,5,7,5,3/15/13 11:11,3/15/13 11:30,18.83333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:24,3/15/13 11:30,1,1,NA,20,1,5,1,5,6,6,5,7,6,7,6,6,6,6,7,6,7,6,6,3,2,5,6,1,2,6,6,6,6,7,3,6,7,7,6,6,6,5,6,6,6,6,6,6,7,7,1,2,6,2,5,2,2,1,2,6,6,7,1,6,5,6,7,6,7,7,7,6,7,6,6,6,6,2,6,2,7,6,5,7,3,5,6,2,7,6,6,5,6,6,3/15/13 11:24,3/15/13 11:30,5.783333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:21,3/15/13 11:30,1,1,NA,58,2,5,1,2,2,2,2,2,2,2,2,4,2,2,2,3,6,5,4,2,4,4,1,3,2,2,2,2,2,2,6,2,2,2,2,3,4,2,2,2,2,2,2,4,3,2,4,2,3,2,2,6,3,3,2,6,2,4,2,2,2,5,2,5,2,2,4,2,2,2,5,2,6,6,2,6,6,5,5,2,3,2,2,4,6,3,2,2,2,1,3/15/13 11:21,3/15/13 11:30,8.583333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:11,3/15/13 11:30,1,1,NA,32,2,4,1,4,2,2,4,4,4,1,2,5,2,4,4,4,7,4,4,1,4,7,2,1,1,4,3,1,4,1,1,4,3,1,1,4,4,4,1,4,4,4,1,6,2,5,2,1,7,1,4,2,1,4,1,1,1,4,1,1,1,4,1,7,4,4,5,4,6,3,2,1,2,1,2,1,1,5,1,4,5,1,4,1,2,2,1,4,1,1,3/15/13 11:11,3/15/13 11:30,19.18333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:23,3/15/13 11:31,1,1,NA,22,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,3,3,6,6,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,3,3,6,5,4,5,5,5,5,3,5,5,5,5,5,6,3/15/13 11:23,3/15/13 11:31,7.316666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:16,3/15/13 11:31,1,1,NA,52,1,5,1,3,2,2,4,4,4,3,2,4,3,4,2,4,6,5,4,2,3,4,2,4,2,2,3,2,2,1,1,4,2,2,2,2,4,2,4,2,3,4,4,2,2,3,4,2,2,2,3,1,3,2,4,4,2,4,2,3,2,5,4,5,4,4,5,2,4,3,5,2,4,1,3,3,2,4,2,2,5,3,2,4,2,2,2,3,2,2,3/15/13 11:16,3/15/13 11:31,14.66666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:24,3/15/13 11:31,1,1,NA,23,1,4,1,6,5,5,1,4,5,6,5,6,6,6,5,5,4,5,5,3,4,7,4,6,7,4,5,5,5,5,3,5,5,4,5,5,5,5,5,5,4,5,5,5,6,5,6,4,4,5,6,4,3,6,4,6,6,6,7,5,5,3,6,5,5,7,6,5,6,5,6,2,6,4,7,3,5,6,3,5,5,5,6,3,4,6,3,5,5,5,3/15/13 11:24,3/15/13 11:31,6.733333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:21,3/15/13 11:31,1,1,NA,42,1,5,1,5,5,5,5,5,5,5,6,5,5,5,5,5,3,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,5,5,6,5,5,3,5,5,6,6,5,5,5,6,5,5,5,3,5,5,5,5,5,5,5,5,6,5,6,5,5,5,5,6,5,5,6,5,5,5,6,6,5,5,5,5,3/15/13 11:21,3/15/13 11:31,9.9
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:03,3/15/13 11:31,1,1,NA,25,2,5,1,5,5,5,2,7,6,4,3,6,5,6,5,6,4,5,4,4,5,5,5,5,3,5,4,7,5,3,1,5,6,5,6,6,5,5,6,5,6,6,7,6,5,6,6,6,6,6,5,6,5,6,5,6,5,6,5,5,5,3,6,3,6,6,6,6,6,5,5,5,5,6,4,3,6,6,3,5,5,5,6,6,3,5,6,6,5,5,3/15/13 11:03,3/15/13 11:31,28.33333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:55,3/15/13 11:32,1,1,NA,41,2,5,1,5,5,5,5,5,5,4,5,5,6,5,6,6,3,5,5,5,5,5,5,5,5,5,6,5,5,5,4,5,5,5,5,4,5,5,5,6,6,6,5,6,5,6,5,5,5,3,6,5,5,6,5,5,5,6,5,5,5,4,5,3,5,5,5,6,6,6,5,5,5,5,5,5,5,6,5,5,6,5,6,6,5,5,5,6,6,5,3/15/13 10:55,3/15/13 11:32,36.58333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:16,3/15/13 11:32,1,1,NA,24,1,5,1,5,3,3,3,5,5,6,6,5,5,6,3,5,5,6,6,2,5,3,3,5,3,6,3,3,5,3,5,5,6,3,3,5,5,2,5,5,2,3,3,5,2,6,5,3,3,3,3,3,3,3,3,3,3,4,5,5,3,6,4,2,6,4,5,5,5,3,6,3,5,3,5,2,3,5,3,3,5,6,5,3,5,3,3,5,3,2,3/15/13 11:16,3/15/13 11:32,15.86666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:25,3/15/13 11:33,1,1,NA,20,1,5,1,5,5,5,5,2,6,5,5,7,6,5,6,6,5,7,7,3,4,3,1,2,1,6,5,7,5,3,2,7,5,7,6,5,7,6,7,5,5,2,7,6,7,6,2,2,6,5,5,3,1,2,3,4,7,4,2,6,3,6,6,7,7,7,7,6,5,6,7,5,2,4,1,3,1,6,7,6,7,7,4,3,2,7,7,6,6,7,3/15/13 11:25,3/15/13 11:33,7.55
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:25,3/15/13 11:33,1,1,NA,26,1,5,1,3,3,3,3,3,3,4,5,4,3,4,3,3,5,5,4,3,4,5,3,4,5,5,3,3,3,4,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,5,3,3,3,3,5,3,5,3,3,3,5,3,3,4,3,3,3,3,4,3,4,3,4,3,3,5,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3/15/13 11:25,3/15/13 11:33,7.2
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:23,3/15/13 11:33,1,1,NA,53,1,5,1,5,4,5,4,5,5,5,5,5,4,5,5,3,5,6,5,5,5,4,5,4,4,6,4,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,4,5,5,4,5,4,4,3,5,3,5,5,6,5,6,4,3,5,5,5,5,4,5,4,3,5,5,3,3,3,3,5,3,5,4,3,3/15/13 11:23,3/15/13 11:33,9.733333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:22,3/15/13 11:33,1,1,NA,20,1,2,1,5,5,3,3,5,5,6,5,6,3,3,3,3,5,6,6,3,4,5,2,3,2,5,3,5,3,5,2,3,3,2,3,2,2,5,3,5,2,5,3,3,3,3,5,2,2,2,3,2,2,5,2,3,6,3,3,5,3,5,5,6,2,5,5,3,5,3,3,3,5,4,3,3,3,5,3,2,5,3,3,4,3,5,3,5,3,3,3/15/13 11:22,3/15/13 11:33,10.73333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:26,3/15/13 11:34,1,1,NA,27,2,5,1,6,5,6,5,7,5,5,5,5,6,5,5,7,3,6,6,6,6,6,6,5,3,6,6,6,5,6,3,5,6,5,5,6,5,5,6,6,7,5,6,5,5,6,6,5,6,5,7,5,5,7,6,6,5,6,3,5,6,5,6,2,7,6,6,6,6,5,6,6,5,6,6,5,6,7,6,6,6,5,5,6,6,5,5,5,5,3,3/15/13 11:26,3/15/13 11:34,7.3
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:27,3/15/13 11:34,1,1,NA,23,2,5,1,6,5,5,5,6,6,5,5,6,5,5,5,6,4,6,5,5,5,6,5,6,2,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,6,6,6,6,5,6,5,5,5,6,5,6,6,5,3,5,5,5,4,5,6,2,6,6,6,5,6,5,6,5,5,6,5,5,5,6,5,5,5,5,5,5,5,2,5,5,5,5,3/15/13 11:27,3/15/13 11:34,6.966666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:19,3/15/13 11:34,1,1,NA,19,1,5,1,5,3,2,2,6,4,5,6,6,2,5,4,6,4,6,4,2,5,5,3,4,2,6,4,2,3,2,2,4,1,2,2,2,5,3,4,5,2,2,3,3,5,6,5,1,2,1,4,2,2,2,5,4,2,5,4,4,2,3,5,2,6,5,5,5,6,4,5,2,2,2,5,3,3,4,4,2,4,2,3,4,4,2,2,4,2,5,3/15/13 11:19,3/15/13 11:34,14.36666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:21,3/15/13 11:34,1,1,NA,36,2,5,1,6,5,6,6,5,6,3,5,5,4,5,5,6,4,6,5,5,4,5,5,5,3,6,6,4,5,4,4,5,4,3,5,6,4,5,6,6,5,6,5,5,6,5,6,3,3,5,5,5,4,5,5,5,5,4,5,6,5,4,5,5,6,5,7,7,5,6,6,5,4,4,5,4,5,4,1,6,6,5,5,4,2,3,4,5,2,6,3/15/13 11:21,3/15/13 11:34,12.81666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:20,3/15/13 11:34,1,1,NA,22,1,5,1,3,3,2,3,3,4,5,2,4,4,5,3,3,5,5,3,2,5,3,3,3,2,3,5,3,2,3,2,3,2,6,2,2,2,2,5,3,3,3,3,5,2,4,3,2,3,3,6,2,2,5,5,3,2,6,3,3,3,4,3,6,5,3,4,3,2,3,3,3,3,3,5,5,3,4,3,3,5,3,4,3,3,2,3,3,2,2,3/15/13 11:20,3/15/13 11:34,13.61666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:09,3/15/13 11:34,1,1,NA,27,2,7,1,4,5,2,4,5,4,5,5,6,6,6,5,4,3,6,6,4,2,5,4,1,1,6,6,3,5,3,5,6,6,6,3,5,4,5,3,5,5,4,5,5,6,5,5,3,4,5,7,4,4,6,3,4,3,4,3,2,4,4,4,5,5,5,5,5,5,5,2,6,2,3,2,5,3,7,6,5,7,5,5,6,6,6,7,4,4,5,3/15/13 11:09,3/15/13 11:34,25.31666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:25,3/15/13 11:34,1,1,NA,25,2,5,1,5,5,3,5,5,5,5,5,5,4,5,5,5,3,5,6,5,5,6,6,6,5,5,5,4,5,5,5,5,5,4,4,3,5,5,5,5,6,5,5,5,5,7,6,5,7,4,5,5,6,5,5,6,4,5,5,5,4,5,5,3,5,5,5,6,6,5,7,6,7,6,5,4,5,5,5,5,6,4,5,5,5,4,5,7,5,3,3/15/13 11:25,3/15/13 11:34,9.266666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:27,3/15/13 11:35,1,1,NA,23,1,5,1,6,3,2,4,5,4,6,6,6,3,5,5,5,5,6,6,3,5,3,5,5,3,5,5,3,3,3,5,4,3,2,3,5,5,4,3,5,5,3,3,7,3,3,5,3,3,3,5,3,3,5,5,3,3,5,4,5,2,3,5,3,5,3,5,5,5,5,3,2,5,4,5,3,5,5,3,3,5,2,4,5,3,5,3,3,2,3,3/15/13 11:27,3/15/13 11:35,7.816666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:28,3/15/13 11:35,1,1,NA,25,1,5,1,6,4,3,4,6,6,4,3,4,5,5,5,3,3,5,5,4,5,6,5,4,2,6,4,3,3,5,4,5,4,4,3,5,3,4,5,5,5,5,5,6,4,6,6,5,5,4,3,4,5,4,5,5,3,6,5,4,3,4,6,4,5,5,6,5,5,4,5,5,5,6,6,4,5,6,5,3,4,4,4,5,6,4,4,6,4,4,3/15/13 11:28,3/15/13 11:35,6.85
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:22,3/15/13 11:36,1,1,NA,32,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,3,1,1,1,1,1,1,7,1,2,1,1,1,2,6,1,1,2,5,2,3,1,1,4,1,1,1,2,4,2,1,1,5,3,1,5,3,1,3,5,1,6,2,2,5,2,1,1,3,2,3,2,1,2,1,7,6,1,5,1,1,7,6,1,7,3,1,1,3/15/13 11:22,3/15/13 11:36,13.61666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:23,3/15/13 11:36,1,1,NA,29,1,5,1,4,4,3,3,3,4,4,2,4,3,5,2,4,6,5,5,3,5,3,4,3,3,3,3,3,3,2,2,3,2,2,2,4,5,2,3,2,5,5,2,5,3,5,4,2,2,2,5,2,3,2,5,5,2,5,3,3,3,4,3,6,4,4,4,4,6,4,6,2,4,3,3,3,2,6,2,3,5,2,3,5,3,2,3,3,2,3,3/15/13 11:23,3/15/13 11:36,13.3
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:04,3/15/13 11:36,1,1,NA,28,1,6,1,5,4,3,5,3,5,3,3,6,3,6,3,5,6,5,4,2,3,4,4,5,5,6,3,3,3,3,1,4,6,4,3,5,4,3,5,5,3,5,5,5,3,4,6,4,5,3,4,5,5,5,6,6,3,5,6,3,3,2,4,3,4,4,6,4,5,3,6,3,5,5,6,3,2,6,3,3,6,3,2,3,5,3,3,3,3,3,3/15/13 11:04,3/15/13 11:36,32.81666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:28,3/15/13 11:37,1,1,NA,38,1,5,1,5,3,3,6,6,5,4,4,5,3,5,4,5,4,6,4,5,5,4,5,4,3,5,3,3,3,5,5,5,6,5,4,6,6,6,6,6,4,5,6,3,5,5,6,5,5,3,3,5,6,5,5,5,3,5,5,5,3,3,5,4,5,6,6,5,5,5,5,2,5,5,6,5,5,5,2,3,5,3,5,5,5,3,3,5,3,4,3/15/13 11:28,3/15/13 11:37,8.566666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:29,3/15/13 11:37,1,1,NA,63,1,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,7,2,1,2,2,1,1,4,4,1,1,1,1,2,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,2,4,2,2,1,1,7,1,1,1,1,1,1,1,1,1,4,1,1,1,4,2,2,1,1,1,3,1,1,1,1,2,1,6,1,1,1,1,3/15/13 11:29,3/15/13 11:37,8.516666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:12,3/15/13 11:38,1,1,NA,25,1,2,1,5,5,5,5,5,6,6,6,5,4,5,5,6,4,6,6,5,5,6,6,6,5,5,5,2,5,5,5,5,4,5,3,6,5,6,5,5,6,6,5,5,4,5,6,6,5,3,4,6,4,5,5,5,5,5,6,5,4,5,6,3,5,5,6,5,5,4,6,5,5,6,5,5,5,5,6,4,6,4,5,5,5,5,4,5,4,3,3/15/13 11:12,3/15/13 11:38,25.61666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:28,3/15/13 11:38,1,1,NA,27,1,2,1,5,6,2,3,1,4,2,2,5,5,7,7,3,5,7,2,1,7,5,1,2,1,5,7,2,2,2,1,7,3,3,3,3,7,2,3,6,7,3,3,7,3,3,2,3,2,6,7,1,1,5,5,2,2,7,5,3,4,3,3,3,2,2,6,2,3,7,2,3,3,3,3,5,4,7,6,4,7,3,7,6,7,6,7,5,2,5,3/15/13 11:28,3/15/13 11:38,9.55
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:17,3/15/13 11:38,1,1,NA,62,1,5,1,6,6,5,6,6,6,6,7,6,6,6,7,6,2,6,6,7,7,7,6,4,7,7,5,5,6,7,7,6,6,6,4,6,5,6,6,6,5,6,6,6,6,6,7,7,7,5,6,6,7,7,6,7,6,4,7,6,1,1,6,2,6,6,7,6,6,6,7,4,7,7,6,6,7,4,5,6,5,6,4,3,3,5,1,6,6,5,3/15/13 11:17,3/15/13 11:38,21.05
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:30,3/15/13 11:40,1,1,NA,29,1,5,1,7,4,3,1,5,7,4,6,7,5,7,5,5,5,7,5,4,5,5,5,6,5,2,3,2,4,6,5,6,6,1,1,7,6,7,5,5,3,4,6,7,2,6,6,5,5,2,6,5,5,5,7,7,2,6,6,5,4,1,6,1,6,5,7,5,4,6,5,1,6,6,5,5,6,7,5,2,6,2,3,5,5,4,4,5,5,1,3/15/13 11:30,3/15/13 11:40,9.7
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:17,3/15/13 11:40,1,1,NA,54,1,5,1,5,3,2,5,6,6,4,5,7,2,4,2,5,6,6,6,3,6,4,2,5,5,6,2,2,5,2,5,3,7,4,5,6,7,3,5,5,6,6,6,6,2,6,6,2,2,3,5,2,3,3,3,5,3,5,3,3,5,2,6,3,7,6,7,7,6,2,6,1,6,2,3,2,1,7,1,4,7,2,5,2,1,2,1,6,2,1,3/15/13 11:17,3/15/13 11:40,23.01666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:10,3/15/13 11:40,1,1,NA,26,1,4,1,6,3,2,5,3,2,3,6,3,2,6,6,6,2,5,5,6,6,5,6,6,3,2,5,5,3,5,6,2,6,6,3,3,3,5,6,2,2,6,2,6,2,6,3,3,5,2,2,6,6,2,6,6,3,1,3,6,1,3,6,3,2,5,3,6,3,5,6,5,5,6,5,3,3,5,3,3,3,5,3,5,5,3,3,5,2,2,3/15/13 11:10,3/15/13 11:40,30.63333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:27,3/15/13 11:41,1,1,NA,22,1,5,1,4,4,2,2,4,6,5,3,5,1,5,4,5,6,4,4,3,4,5,6,5,3,2,2,4,3,5,5,5,4,4,5,5,5,4,4,4,1,5,4,3,4,5,7,4,4,2,1,3,1,4,4,6,2,3,6,4,5,4,5,5,5,6,6,5,5,4,6,5,6,4,5,2,6,5,2,2,5,3,1,2,2,5,1,5,3,2,3/15/13 11:27,3/15/13 11:41,14.75
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:30,3/15/13 11:42,1,1,NA,26,1,5,1,5,5,4,5,5,5,5,5,5,5,6,6,6,5,4,5,3,3,3,3,5,3,5,6,4,5,3,5,4,5,3,4,5,5,5,6,5,5,5,3,5,5,5,5,5,3,4,4,5,4,4,3,3,5,5,3,5,3,5,5,5,5,5,3,5,5,6,3,6,5,3,5,5,5,5,3,5,5,5,5,5,3,6,7,4,5,6,3/15/13 11:30,3/15/13 11:42,11.58333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:11,3/15/13 11:42,1,1,NA,22,1,5,1,4,2,4,5,4,4,4,3,4,3,4,3,5,3,6,4,3,5,4,4,4,2,4,5,4,5,3,3,3,5,4,5,6,6,5,5,4,7,3,5,6,4,5,6,6,4,5,4,6,4,5,5,4,5,7,5,4,2,5,4,7,4,4,4,5,6,4,4,4,5,3,3,7,4,6,5,4,4,4,4,5,4,4,4,4,2,3,3/15/13 11:11,3/15/13 11:42,30.45
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:29,3/15/13 11:43,1,1,NA,28,2,5,1,5,5,3,3,5,5,4,2,6,6,5,5,6,3,6,4,5,7,6,5,6,6,1,6,2,4,3,6,5,6,4,3,3,1,3,5,5,6,4,4,7,3,6,6,5,3,2,6,6,3,7,6,5,3,7,6,5,3,5,6,5,6,4,6,5,6,5,6,6,3,5,5,6,5,7,5,3,7,4,3,7,5,4,5,6,5,2,3/15/13 11:29,3/15/13 11:43,13.9
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:21,3/15/13 11:43,1,1,NA,33,2,5,1,6,5,6,2,6,7,6,7,6,7,6,5,6,2,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,5,6,6,6,6,7,6,7,6,6,6,7,6,6,6,6,6,6,6,6,4,6,5,6,6,5,5,6,6,6,6,7,6,6,6,6,5,5,6,6,6,6,5,6,6,4,6,5,6,3/15/13 11:21,3/15/13 11:43,21.83333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:19,3/15/13 11:44,1,1,NA,58,1,11,1,6,5,4,5,5,6,6,5,6,3,6,5,6,4,6,6,3,6,5,5,6,3,3,4,5,5,5,5,6,5,5,3,5,3,5,6,6,5,6,6,7,5,6,6,5,5,3,5,3,5,6,5,5,3,7,5,6,3,6,5,2,6,7,6,5,6,5,5,5,6,6,5,5,5,6,6,3,6,2,4,6,3,4,5,6,2,5,3/15/13 11:19,3/15/13 11:44,24.56666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:24,3/15/13 11:45,1,1,NA,60,1,5,1,4,5,6,2,7,5,4,3,6,7,4,5,4,7,7,5,4,3,6,6,6,5,2,5,6,6,7,1,6,6,3,6,7,4,6,7,7,7,5,7,6,2,6,6,6,7,2,7,5,7,7,6,7,5,7,7,4,3,1,7,1,7,7,7,7,6,6,7,2,7,7,7,6,6,7,6,3,6,3,5,6,6,6,2,6,2,3,3/15/13 11:24,3/15/13 11:45,20.31666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:28,3/15/13 11:45,1,1,NA,47,1,5,1,4,3,2,3,2,3,3,2,5,3,4,3,4,4,5,5,3,5,5,4,2,2,2,3,3,3,2,3,5,1,2,2,3,4,3,5,3,4,4,3,3,3,6,4,2,2,2,5,3,2,4,3,3,3,6,3,2,3,2,3,3,6,5,6,3,6,3,3,5,5,2,4,5,3,5,2,3,5,3,5,3,3,3,3,3,3,6,3/15/13 11:28,3/15/13 11:45,17.03333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:43,3/15/13 11:53,1,1,NA,24,1,5,1,5,5,3,4,4,5,3,4,6,5,5,4,5,6,6,5,3,6,3,5,4,3,4,5,3,3,2,3,3,3,3,4,4,3,4,4,4,4,4,4,3,4,5,4,3,3,4,3,4,3,3,5,5,3,5,3,4,5,4,5,3,4,4,5,3,5,3,4,5,5,5,4,5,3,5,4,3,4,3,5,4,4,3,3,4,5,2,3/15/13 11:43,3/15/13 11:53,9.483333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:39,3/15/13 11:53,1,1,NA,23,1,5,1,6,3,2,2,3,6,2,2,3,2,3,2,5,5,3,2,2,6,2,1,2,1,2,2,2,3,2,1,3,3,3,3,5,7,4,3,3,5,3,3,3,2,5,6,2,2,2,3,2,3,5,2,5,3,5,5,3,3,3,3,5,5,3,5,5,5,3,5,2,3,5,3,3,3,5,2,3,3,2,2,3,3,3,3,3,2,3,3/15/13 11:39,3/15/13 11:53,14.08333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:28,3/15/13 11:57,1,1,NA,62,2,5,1,3,2,1,5,2,2,2,3,5,6,2,2,5,6,6,3,2,3,3,5,3,2,3,5,2,2,3,2,2,3,1,2,2,7,2,2,2,7,5,2,7,2,5,5,2,2,1,6,6,3,6,6,2,6,6,5,2,2,2,3,5,2,2,7,5,5,2,3,3,6,2,3,3,2,6,5,2,6,2,3,6,6,2,5,2,2,2,3/15/13 11:28,3/15/13 11:57,28.4
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:51,3/15/13 12:00,1,1,NA,29,1,5,1,6,6,5,5,6,5,6,6,5,6,5,6,5,5,7,6,6,6,6,6,6,5,5,5,6,6,6,7,6,6,5,4,4,4,6,5,6,5,5,5,6,4,5,6,5,6,5,5,5,4,6,6,7,5,6,7,6,5,4,6,4,6,6,6,6,7,5,6,4,6,5,6,6,7,4,6,5,5,5,5,5,6,5,4,6,5,5,3/15/13 11:51,3/15/13 12:00,9.2
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:50,3/15/13 12:02,1,1,NA,29,1,7,1,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,6,2,5,5,2,5,2,4,4,5,6,5,1,5,5,4,2,5,7,6,5,4,4,5,5,5,6,5,4,3,3,6,6,4,2,4,5,4,3,5,3,5,4,5,4,5,5,5,5,4,5,5,5,6,5,4,5,5,3,5,5,4,6,5,4,5,5,4,4,6,4,4,3/15/13 11:50,3/15/13 12:02,11.55
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:32,3/15/13 12:13,1,1,NA,42,2,5,1,6,5,6,5,5,5,5,4,5,5,5,5,6,4,6,5,5,7,5,6,7,6,5,5,5,6,6,5,7,6,4,6,6,5,5,5,4,6,5,5,5,5,6,5,6,6,5,5,7,5,7,5,7,5,5,7,5,6,1,6,4,5,5,7,5,7,5,5,5,7,7,7,6,7,5,5,6,6,6,5,7,7,5,4,5,5,6,3/15/13 11:32,3/15/13 12:13,40.96666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 12:07,3/15/13 12:15,1,1,NA,28,1,5,1,4,3,3,3,5,3,4,3,4,4,4,4,4,5,6,4,2,4,4,5,3,2,4,5,3,4,5,3,3,3,2,3,3,6,4,3,4,5,3,3,5,4,5,3,2,2,2,5,2,2,5,4,3,3,5,2,4,3,4,3,4,5,4,5,6,5,4,3,3,3,3,3,3,3,6,3,3,5,3,5,5,4,3,5,5,2,2,3/15/13 12:07,3/15/13 12:15,8.05
